FACILITY_ID,FACILITY_NAME,COUNTY_FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3505,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,9.797697149,gallons,1.352082207,0.000154347
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3527,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3527,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3514,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3514,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3426,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3426,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3520,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,40,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3520,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,40,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3502,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,80,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3502,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,80,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3530,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3530,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3536,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.46,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3536,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.46,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3538,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3538,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3508,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,87.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3508,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,87.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3526,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3526,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3507,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,87.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3507,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,87.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3513,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3513,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3503,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,9.797697149,gallons,1.352082207,0.000154347
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3503,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,9.797697149,gallons,1.352082207,0.000154347
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3501,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,80,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3501,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,80,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3514,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3514,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3537,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3537,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3527,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3527,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3515,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3515,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3536,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.46,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3536,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.46,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3524,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,20,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3524,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,20,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3524,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,20,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3524,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,20,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3531,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3531,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3501,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,80,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3501,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,80,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3507,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,87.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3507,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,87.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3526,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.369,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3526,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.369,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3419,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3419,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3516,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3516,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3504,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3504,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3519,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3519,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3527,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3527,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3513,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3513,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3536,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.46,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3536,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.46,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3508,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,87.5,mmBtu/hr,19.5953943,gallons,2.704164413,0.000308695
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3508,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,87.5,mmBtu/hr,19.5953943,gallons,2.704164413,0.000308695
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3503,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3503,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3520,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,40,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3520,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,40,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3416,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,29,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3416,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,29,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3535,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,6.28,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3535,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,6.28,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3531,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3531,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3426,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3426,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3502,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,80,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3502,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,80,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3530,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3530,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,16.74,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3515,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3515,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3516,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3516,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3506,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3506,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3537,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3537,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3521,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,40,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3521,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,40,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3516,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3516,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3513,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3513,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,8.4,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3526,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3526,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,10.5,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2011,3503,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2011,3503,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2012,3521,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,40,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2012,3521,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,40,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS COUNTY,928110,2013,3504,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1001736,HILL AIR FORCE BASE: MAIN BASE,49011,DAVIS,928110,2013,3504,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,50,mmBtu/hr,0,gallons,0,0
1002871,Little Rapids - Shawano Paper Mill,55115,SHAWANO COUNTY,322121,2014,B24,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,195.953943,gallons,27.04164413,0.003086946
1002871,Little Rapids - Shawano Paper Mill,55115,SHAWANO COUNTY,322121,2018,B25,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1002871,Little Rapids - Shawano Paper Mill,55115,SHAWANO COUNTY,322121,2017,B24,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1002871,Little Rapids - Shawano Paper Mill,55115,SHAWANO COUNTY,322121,2017,B25,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,60,mmBtu/hr,0,gallons,0,0
1001024,Sherburne County,27141,Sherburne,221112,2011,EU005,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,122,mmBtu/hr,68.58388004,gallons,9.464575446,0.001080431
1001024,Sherburne County,27141,Sherburne,221112,2012,EU005,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,122,mmBtu/hr,293.9309145,gallons,40.5624662,0.004630419
1000383,BIOGEN INC,25017,MIDDLESEX COUNTY,325414,2015,80-B-001,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,274.3355202,gallons,37.85830178,0.004321724
1000383,BIOGEN INC,25017,MIDDLESEX,325414,2015,80-B-001,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,274.3355202,gallons,37.85830178,0.004321724
1000383,BIOGEN INC,25017,MIDDLESEX COUNTY,325414,2018,80-B-002,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,19.5953943,gallons,2.704164413,0.000308695
1000383,BIOGEN INC,25017,MIDDLESEX,325414,2018,80-B-002,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,19.5953943,gallons,2.704164413,0.000308695
1000383,BIOGEN INC,25017,MIDDLESEX COUNTY,325414,2015,80-B-002,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,411.5032803,gallons,56.78745268,0.006482586
1000383,BIOGEN INC,25017,MIDDLESEX,325414,2015,80-B-002,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,411.5032803,gallons,56.78745268,0.006482586
1000383,BIOGEN INC,25017,MIDDLESEX COUNTY,325414,2017,80-B-001,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,29.39309145,gallons,4.05624662,0.000463042
1000383,BIOGEN INC,25017,MIDDLESEX,325414,2017,80-B-001,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,29.39309145,gallons,4.05624662,0.000463042
1000383,BIOGEN INC,25017,MIDDLESEX COUNTY,325414,2014,80-B-001,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,19.5953943,gallons,2.704164413,0.000308695
1000383,BIOGEN INC,25017,MIDDLESEX,325414,2014,80-B-001,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,19.5953943,gallons,2.704164413,0.000308695
1000383,BIOGEN INC,25017,MIDDLESEX COUNTY,325414,2014,80-B-002,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,0,gallons,0,0
1000383,BIOGEN INC,25017,MIDDLESEX,325414,2014,80-B-002,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),,,62.78,mmBtu/hr,0,gallons,0,0
