index,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,COUNTY,COUNTY_FIPS,NAICS,TIER_2_METHOD_EQUATION,CO2_COMBUSTION_EMISSIONS,TIER2_CH4_COMBUSTION_EMISSIONS,TIER2_EQ_C2A_FUEL_QTY,TIER2_EQ_C2A_FUEL_QTY_UOM,TIER2_EQ_C2A_HHV,TIER2_EQ_C2A_HHV_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,INPUT_HEAT_CAPACITY_UNIT_OTHER,BOILER_RATIO_B,HIGH_HEAT_VALUE_UOM,ANNUAL_HHV,FUEL_COM,FUEL_UNIT,ENERGY_COM,ENERGY_UNIT,ENERGY_MMBtu_hr
6390,1002792,2016,USDA-NATIONAL ANIMAL DISEASE CENTER,Boiler #3; EP S-1C; 05-A-290,OB (Boiler  other),Distillate Fuel Oil No. 2,,,STORY COUNTY,19169,541715,Tier 2 (Equation C-2a),13.6,0,1366,gallons/year,0.1349,mmBtu/gallon,,,,45,mmBtu/hr,,,mmBtu/scf,0.001054339,1366,gallons,1.440227342,MMBtu,0.00016441
6391,1002792,2016,USDA-NATIONAL ANIMAL DISEASE CENTER,Boiler #3; EP S-1C; 05-A-290,OB (Boiler  other),Distillate Fuel Oil No. 2,,,STORY,19169,541711,Tier 2 (Equation C-2a),13.6,0,1366,gallons/year,0.1349,mmBtu/gallon,,,,45,mmBtu/hr,,,mmBtu/scf,0.001054339,1366,gallons,1.440227342,MMBtu,0.00016441
6440,1002792,2016,USDA-NATIONAL ANIMAL DISEASE CENTER,Boiler #2; EP S-11; 01-A-844,OB (Boiler  other),Distillate Fuel Oil No. 2,,,STORY COUNTY,19169,541711,Tier 2 (Equation C-2a),0,0,0.6,gallons/year,0.1352,mmBtu/gallon,,,,33.48,mmBtu/hr,,,mmBtu/scf,0.001053517,0.6,gallons,0.00063211,MMBtu,7.21587E-08
6441,1002792,2016,USDA-NATIONAL ANIMAL DISEASE CENTER,Boiler #2; EP S-11; 01-A-844,OB (Boiler  other),Distillate Fuel Oil No. 2,,,STORY COUNTY,19169,541715,Tier 2 (Equation C-2a),0,0,0.6,gallons/year,0.1352,mmBtu/gallon,,,,33.48,mmBtu/hr,,,mmBtu/scf,0.001053517,0.6,gallons,0.00063211,MMBtu,7.21587E-08
6442,1002792,2016,USDA-NATIONAL ANIMAL DISEASE CENTER,Boiler #2; EP S-11; 01-A-844,OB (Boiler  other),Distillate Fuel Oil No. 2,,,STORY,19169,541711,Tier 2 (Equation C-2a),0,0,0.6,gallons/year,0.1352,mmBtu/gallon,,,,33.48,mmBtu/hr,,,mmBtu/scf,0.001053517,0.6,gallons,0.00063211,MMBtu,7.21587E-08
6560,1001587,2015,Big Sandy,Aux Boiler 2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Lawrence,21127,221112,Tier 2 (Equation C-2a),1539.1,0.06,151097.2,gallons/year,,,,,,642,mmBtu/hr,,,mmBtu/gallon,0.137727205,151097.2,gallons,20810.1951,MMBtu,2.375593048
7109,1006008,2015,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),620.8,0.03,61214,gallons/year,,,,,,633,mmBtu/hr,,0.00221,mmBtu/gallon,0.137120024,61214,gallons,8393.66512,MMBtu,0.95818095
7110,1006008,2015,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),620.8,0.03,61214,gallons/year,,,,,,633,mmBtu/hr,,0.00221,mmBtu/gallon,0.137120024,61214,gallons,8393.66512,MMBtu,0.95818095
7113,1006008,2018,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),689.4,0.03,68110,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136851991,68110,gallons,9320.989102,MMBtu,1.064039852
7114,1006008,2018,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),689.4,0.03,68110,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136851991,68110,gallons,9320.989102,MMBtu,1.064039852
7127,1006008,2015,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),501.7,0.02,49451,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.137167405,49451,gallons,6783.06535,MMBtu,0.774322529
7128,1006008,2015,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),501.7,0.02,49451,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.137167405,49451,gallons,6783.06535,MMBtu,0.774322529
7143,1006008,2018,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),898.3,0.04,89224,gallons/year,,,,,,633,mmBtu/hr,,0.00221,mmBtu/gallon,0.136120362,89224,gallons,12145.20316,MMBtu,1.386438717
7144,1006008,2018,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),898.3,0.04,89224,gallons/year,,,,,,633,mmBtu/hr,,0.00221,mmBtu/gallon,0.136120362,89224,gallons,12145.20316,MMBtu,1.386438717
7149,1006008,2017,CLEWISTON SUGAR HOUSE,EU 014 - Boiler No. 7,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),1776.5,0.07,175710,gallons/year,,,,,,812,mmBtu/hr,,0.00211,mmBtu/gallon,0.136703703,175710,gallons,24020.20767,MMBtu,2.742032839
7150,1006008,2017,CLEWISTON SUGAR HOUSE,EU 014 - Boiler No. 7,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),1776.5,0.07,175710,gallons/year,,,,,,812,mmBtu/hr,,0.00211,mmBtu/gallon,0.136703703,175710,gallons,24020.20767,MMBtu,2.742032839
7155,1006008,2017,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),631.2,0.03,62429,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136704053,62429,gallons,8534.297323,MMBtu,0.974234854
7156,1006008,2017,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),631.2,0.03,62429,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136704053,62429,gallons,8534.297323,MMBtu,0.974234854
7175,1006008,2015,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),1518.3,0.06,148666,gallons/year,,,,,,1077,mmBtu/hr,,0.00187,mmBtu/gallon,0.138088921,148666,gallons,20529.12748,MMBtu,2.343507703
7176,1006008,2015,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),1518.3,0.06,148666,gallons/year,,,,,,1077,mmBtu/hr,,0.00187,mmBtu/gallon,0.138088921,148666,gallons,20529.12748,MMBtu,2.343507703
7189,1006008,2018,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),1992.5,0.08,197039,gallons/year,,,,,,1077,mmBtu/hr,,0.00187,mmBtu/gallon,0.136725292,197039,gallons,26940.21475,MMBtu,3.07536698
7190,1006008,2018,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),1992.5,0.08,197039,gallons/year,,,,,,1077,mmBtu/hr,,0.00187,mmBtu/gallon,0.136725292,197039,gallons,26940.21475,MMBtu,3.07536698
7195,1006008,2017,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),2084.2,0.08,206064,gallons/year,,,,,,1077,mmBtu/hr,,0.00187,mmBtu/gallon,0.136755236,206064,gallons,28180.33105,MMBtu,3.216932768
7196,1006008,2017,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),2084.2,0.08,206064,gallons/year,,,,,,1077,mmBtu/hr,,0.00187,mmBtu/gallon,0.136755236,206064,gallons,28180.33105,MMBtu,3.216932768
7211,1006008,2015,CLEWISTON SUGAR HOUSE,EU 014 - Boiler No. 7,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),737.7,0.03,72581,gallons/year,,,,,,812,mmBtu/hr,,0.00211,mmBtu/gallon,0.137430274,72581,gallons,9974.82673,MMBtu,1.13867885
7212,1006008,2015,CLEWISTON SUGAR HOUSE,EU 014 - Boiler No. 7,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),737.7,0.03,72581,gallons/year,,,,,,812,mmBtu/hr,,0.00211,mmBtu/gallon,0.137430274,72581,gallons,9974.82673,MMBtu,1.13867885
7215,1006008,2017,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),633.3,0.03,62561,gallons/year,,,,,,633,mmBtu/hr,,0.00221,mmBtu/gallon,0.136866982,62561,gallons,8562.535235,MMBtu,0.97745836
7216,1006008,2017,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),633.3,0.03,62561,gallons/year,,,,,,633,mmBtu/hr,,0.00221,mmBtu/gallon,0.136866982,62561,gallons,8562.535235,MMBtu,0.97745836
7219,1006008,2017,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),505.6,0.02,49985,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136757224,49985,gallons,6835.809857,MMBtu,0.780343591
7220,1006008,2017,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),505.6,0.02,49985,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136757224,49985,gallons,6835.809857,MMBtu,0.780343591
7245,1006008,2018,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),613.8,0.02,60639,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136861938,60639,gallons,8299.171047,MMBtu,0.947393955
7246,1006008,2018,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),613.8,0.02,60639,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136861938,60639,gallons,8299.171047,MMBtu,0.947393955
7247,1006008,2018,CLEWISTON SUGAR HOUSE,EU 014 - Boiler No. 7,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),1176,0.05,116526,gallons/year,,,,,,812,mmBtu/hr,,0.00211,mmBtu/gallon,0.136460068,116526,gallons,15901.14592,MMBtu,1.815199306
7248,1006008,2018,CLEWISTON SUGAR HOUSE,EU 014 - Boiler No. 7,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),1176,0.05,116526,gallons/year,,,,,,812,mmBtu/hr,,0.00211,mmBtu/gallon,0.136460068,116526,gallons,15901.14592,MMBtu,1.815199306
7251,1006008,2015,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311314,Tier 2 (Equation C-2a),490.4,0.02,48473,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136793646,48473,gallons,6630.798417,MMBtu,0.756940459
7252,1006008,2015,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,HENDRY COUNTY,12051,311312,Tier 2 (Equation C-2a),490.4,0.02,48473,gallons/year,,,,,,397,mmBtu/hr,,0.00215,mmBtu/gallon,0.136793646,48473,gallons,6630.798417,MMBtu,0.756940459
7444,1000396,2015,The Ohio State University,Boiler 6/B142,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),30.5,0,2970,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/gallon,0.13887,2970,gallons,412.4439,MMBtu,0.047082637
7445,1000396,2015,The Ohio State University,Boiler 6/B142,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),30.5,0,2970,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/scf,0.001079225,2970,gallons,3.20529887,MMBtu,0.000365902
7452,1000396,2015,The Ohio State University,Boiler 8/B270,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),1154.2,0.05,113185,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/gallon,0.137877802,113185,gallons,15605.69905,MMBtu,1.781472494
7453,1000396,2015,The Ohio State University,Boiler 8/B270,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),1154.2,0.05,113185,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/scf,0.001085109,113185,gallons,122.8180201,MMBtu,0.014020322
7471,1000396,2018,The Ohio State University,Boiler 6/B142,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),14,0,1367,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/gallon,0.1385,1367,gallons,189.3295,MMBtu,0.021612957
7472,1000396,2018,The Ohio State University,Boiler 6/B142,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),14,0,1367,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/scf,0.001064634,1367,gallons,1.455354566,MMBtu,0.000166136
7496,1000396,2018,The Ohio State University,Boiler 7/B143,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),72.9,0,7115,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/gallon,0.1385,7115,gallons,985.4275,MMBtu,0.112491724
7497,1000396,2018,The Ohio State University,Boiler 7/B143,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),72.9,0,7115,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/scf,0.001066731,7115,gallons,7.589788935,MMBtu,0.000866414
7502,1000396,2015,The Ohio State University,Boiler 1/B140,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),32.5,0,3160,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/gallon,0.138916051,3160,gallons,438.97472,MMBtu,0.050111269
7503,1000396,2015,The Ohio State University,Boiler 1/B140,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),32.5,0,3160,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/scf,0.001080271,3160,gallons,3.413656028,MMBtu,0.000389687
7509,1000396,2015,The Ohio State University,Boiler 3/B141,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),6.1,0,601,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/gallon,0.13768,601,gallons,82.74568,MMBtu,0.009445854
7510,1000396,2015,The Ohio State University,Boiler 3/B141,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Franklin,39049,611310,Tier 2 (Equation C-2a),6.1,0,601,gallons/year,,,,,,206,mmBtu/hr,,,mmBtu/scf,0.00107601,601,gallons,0.646682179,MMBtu,7.38222E-05
7902,1000906,2017,H B Robinson / Darlington Electric Power Plant,B,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Darlington,45031,221112,Tier 2 (Equation C-2a),93.2,0,9075.33,gallons/year,,,,,,12.5,mmBtu/hr,,,mmBtu/gallon,0.13885,9075.33,gallons,1260.109571,MMBtu,0.143848124
7903,1000906,2017,H B Robinson / Darlington Electric Power Plant,C,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Darlington,45031,221112,Tier 2 (Equation C-2a),772.9,0.03,75265.65,gallons/year,,,,,,25.4,mmBtu/hr,,,mmBtu/gallon,0.13885,75265.65,gallons,10450.6355,MMBtu,1.19299492
7905,1000906,2017,H B Robinson / Darlington Electric Power Plant,A,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Darlington,45031,221112,Tier 2 (Equation C-2a),211.1,0.01,20557.22,gallons/year,,,,,,12.5,mmBtu/hr,,,mmBtu/gallon,0.13885,20557.22,gallons,2854.369997,MMBtu,0.325841324
8346,1006852,2017,Lake Road,Boiler 8,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Buchanan,29021,221112,Tier 2 (Equation C-2a),0.5,0,53,gallons/year,0.139139,mmBtu/gallon,,,,358,mmBtu/hr,,,mmBtu/scf,0.001019813,53,gallons,0.054050064,MMBtu,6.1701E-06
8350,1006852,2018,Lake Road,EU-0040,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Buchanan,29021,221112,Tier 2 (Equation C-2a),702.7,0.03,68776,gallons/year,0.138139,mmBtu/gallon,,,,311,mmBtu/hr,,,mmBtu/scf,0.001027953,68776,gallons,70.69852656,MMBtu,0.008070608
8357,1006852,2017,Lake Road,EU-0040,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Buchanan,29021,221112,Tier 2 (Equation C-2a),255.2,0.01,24975,gallons/year,,,,,,311,mmBtu/hr,,,mmBtu/gallon,0.138139,24975,gallons,3450.021525,MMBtu,0.393838074
8358,1006852,2017,Lake Road,EU-0040,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Buchanan,29021,221112,Tier 2 (Equation C-2a),255.2,0.01,24975,gallons/year,,,,,,311,mmBtu/hr,,,mmBtu/scf,0.001017576,24975,gallons,25.41395725,MMBtu,0.002901137
8387,1006852,2018,Lake Road,EU-0010,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Buchanan,29021,221112,Tier 2 (Equation C-2a),498.1,0.02,48752,gallons/year,0.138139,mmBtu/gallon,,,,192,mmBtu/hr,,,mmBtu/scf,0.001024684,48752,gallons,49.95541188,MMBtu,0.005702673
8389,1006852,2018,Lake Road,EU-0020,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Buchanan,29021,221112,Tier 2 (Equation C-2a),549.1,0.02,53746,gallons/year,0.138139,mmBtu/gallon,,,,192,mmBtu/hr,,,mmBtu/scf,0.001031873,53746,gallons,55.45906865,MMBtu,0.006330944
8524,1003819,2017,UNIVERSITY OF MN - TWIN CITIES,EU003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),585.1,0.02,56980,gallons/year,0.13884,mmBtu/gallon,,,,280,mmBtu/hr,,,mmBtu/scf,0.001045717,56980,gallons,59.58494372,MMBtu,0.006801934
8530,1003819,2015,UNIVERSITY OF MN - TWIN CITIES,EU002,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),577.2,0.02,56570,gallons/year,0.13795,mmBtu/gallon,,,,295.9,mmBtu/hr,,,mmBtu/scf,0.001060148,56570,gallons,59.97254596,MMBtu,0.006846181
8534,1003819,2017,UNIVERSITY OF MN - TWIN CITIES,EU006,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),0,0,0,gallons/year,0.13756,mmBtu/gallon,,,,316.4,mmBtu/hr,,,mmBtu/scf,0.001056204,0,gallons,0,MMBtu,0
8536,1003819,2015,UNIVERSITY OF MN - TWIN CITIES,EU006,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),881.2,0.04,86370,gallons/year,0.13795,mmBtu/gallon,,,,316.4,mmBtu/hr,,,mmBtu/scf,0.001055139,86370,gallons,91.13232806,MMBtu,0.010403234
8543,1003819,2018,UNIVERSITY OF MN - TWIN CITIES,EU003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),1683.4,0.07,163940,gallons/year,0.13884,mmBtu/gallon,,,,280,mmBtu/hr,,,mmBtu/scf,0.001075432,163940,gallons,176.3063625,MMBtu,0.020126297
8548,1003819,2016,UNIVERSITY OF MN - TWIN CITIES,EU003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),424,0.02,41630,gallons/year,0.1377,mmBtu/gallon,,,,280,mmBtu/hr,,,mmBtu/scf,0.001055623,41630,gallons,43.94559316,MMBtu,0.00501662
8551,1003819,2018,UNIVERSITY OF MN - TWIN CITIES,EU002,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),781.9,0.03,76790,gallons/year,0.137667,mmBtu/gallon,,,,295.9,mmBtu/hr,,,mmBtu/scf,0.001070151,76790,gallons,82.17686232,MMBtu,0.00938092
8559,1003819,2016,UNIVERSITY OF MN - TWIN CITIES,EU002,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),470.5,0.02,46196,gallons/year,0.1377,mmBtu/gallon,,,,295.9,mmBtu/hr,,,mmBtu/scf,0.001059161,46196,gallons,48.92899719,MMBtu,0.005585502
8564,1003819,2015,UNIVERSITY OF MN - TWIN CITIES,EU003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),622.4,0.03,61000,gallons/year,0.13795,mmBtu/gallon,,,,280,mmBtu/hr,,,mmBtu/scf,0.001061134,61000,gallons,64.72918937,MMBtu,0.007389177
8566,1003819,2017,UNIVERSITY OF MN - TWIN CITIES,EU002,OB (Boiler  other),Distillate Fuel Oil No. 2,,,HENNEPIN,27053,923110,Tier 2 (Equation C-2a),105.1,0,10233,gallons/year,0.13884,mmBtu/gallon,,,,295.9,mmBtu/hr,,,mmBtu/scf,0.001055114,10233,gallons,10.79698637,MMBtu,0.001232533
9594,1001615,2017,William F Wyman,5,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Cumberland,23005,221112,Tier 2 (Equation C-2a),40.3,0,3865,gallons/year,,,,,,72,mmBtu/hr,,,mmBtu/gallon,0.152966232,3865,gallons,591.214488,MMBtu,0.067490238
9799,1001768,2014,KAUAI ISLAND UTILITY COOPERATIVE  PORT ALLEN GENERATING STATION,S-1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,KAUAI COUNTY,15007,221112,Tier 2 (Equation C-2a),4602.4,0.19,451794,gallons/year,,,,,,156.3,mmBtu/hr,,,mmBtu/gallon,0.138115474,451794,gallons,62399.74226,MMBtu,7.123258248
9801,1001768,2017,KAUAI ISLAND UTILITY COOPERATIVE  PORT ALLEN GENERATING STATION,S-1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,KAUAI COUNTY,15007,221112,Tier 2 (Equation C-2a),1280.6,0.05,126126,gallons/year,,,,,,156.3,mmBtu/hr,,,mmBtu/gallon,0.137278576,126126,gallons,17314.39769,MMBtu,1.976529416
9804,1001768,2018,KAUAI ISLAND UTILITY COOPERATIVE  PORT ALLEN GENERATING STATION,S-1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,KAUAI COUNTY,15007,221112,Tier 2 (Equation C-2a),1054,0.04,104580,gallons/year,,,,,,156.3,mmBtu/hr,,,mmBtu/gallon,0.136265753,104580,gallons,14250.67241,MMBtu,1.626789088
9806,1001768,2016,KAUAI ISLAND UTILITY COOPERATIVE  PORT ALLEN GENERATING STATION,S-1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,KAUAI COUNTY,15007,221112,Tier 2 (Equation C-2a),657,0.03,64596,gallons/year,,,,,,156.3,mmBtu/hr,,,mmBtu/gallon,0.137519016,64596,gallons,8883.178374,MMBtu,1.014061458
9820,1003300,2016,Celanese Acetate LLC - Manufacturing Processes,Boiler 12,OB (Boiler  other),Distillate Fuel Oil No. 2,,,GILES COUNTY,51071,325220,Tier 2 (Equation C-2a),0,0,0,gallons/year,0.135541,mmBtu/gallon,,,,400,mmBtu/hr,,,mmBtu/scf,0.001045265,0,gallons,0,MMBtu,0
9821,1003300,2016,Celanese Acetate LLC - Manufacturing Processes,Boiler 12,OB (Boiler  other),Distillate Fuel Oil No. 2,,,GILES,51071,325221,Tier 2 (Equation C-2a),0,0,0,gallons/year,0.135541,mmBtu/gallon,,,,400,mmBtu/hr,,,mmBtu/scf,0.001045265,0,gallons,0,MMBtu,0
9822,1003300,2016,Celanese Acetate LLC - Manufacturing Processes,Boiler 12,OB (Boiler  other),Distillate Fuel Oil No. 2,,,GILES COUNTY,51071,325221,Tier 2 (Equation C-2a),0,0,0,gallons/year,0.135541,mmBtu/gallon,,,,400,mmBtu/hr,,,mmBtu/scf,0.001045265,0,gallons,0,MMBtu,0
9829,1003300,2016,Celanese Acetate LLC - Manufacturing Processes,Boiler 11,OB (Boiler  other),Distillate Fuel Oil No. 2,,,GILES COUNTY,51071,325220,Tier 2 (Equation C-2a),6.5,0,652,gallons/year,0.13526,mmBtu/gallon,,,,400,mmBtu/hr,,,mmBtu/scf,0.001046208,652,gallons,0.682127837,MMBtu,7.78685E-05
